dept_no,emp_no,first_name,last_name,title,birth_date,gender,from_date,to_date,salary
d007,270716,Shunichi,Baer,Staff,1965-01-19,M,1998-02-04,9999-01-01,104010
d004,270792,Domenico,Wendorf,Engineer,1965-02-01,M,1988-09-08,1992-12-28,40000
d005,270792,Domenico,Wendorf,Engineer,1965-02-01,M,1988-09-08,1992-12-28,40000
d001,270821,Hatem,Bierbaum,Staff,1965-01-21,F,1999-09-07,2000-04-11,61289
d007,270821,Hatem,Bierbaum,Staff,1965-01-21,F,1999-09-07,2000-04-11,61289
d004,271118,Somnath,Nitsche,Assistant Engineer,1965-01-10,F,1987-08-15,1993-08-14,40000
d004,271118,Somnath,Nitsche,Engineer,1965-01-10,F,1993-08-14,1999-08-14,40000
d004,271118,Somnath,Nitsche,Senior Engineer,1965-01-10,F,1999-08-14,1999-10-10,40000
d004,271975,Yuchang,Busillo,Engineer,1965-01-14,F,1986-03-30,1989-11-14,62250
d005,272141,Tsutomu,Neiman,Senior Staff,1965-01-13,F,1993-05-05,9999-01-01,40000
d009,272141,Tsutomu,Neiman,Senior Staff,1965-01-13,F,1993-05-05,9999-01-01,40000
d005,272141,Tsutomu,Neiman,Staff,1965-01-13,F,1986-05-05,1993-05-05,40000
d009,272141,Tsutomu,Neiman,Staff,1965-01-13,F,1986-05-05,1993-05-05,40000
d009,272285,Gully,Mitchem,Senior Staff,1965-01-19,M,1995-01-22,9999-01-01,40000
d009,272285,Gully,Mitchem,Staff,1965-01-19,M,1986-01-22,1995-01-22,40000
d005,273159,Divine,Hofmeyr,Technique Leader,1965-01-26,F,1989-04-14,9999-01-01,40000
d004,273274,Yolla,Kobara,Engineer,1965-01-08,F,1995-12-29,1997-04-16,58610
d005,273286,Brigham,Asmuth,Engineer,1965-01-26,M,1989-01-23,1996-01-24,43159
d005,273286,Brigham,Asmuth,Senior Engineer,1965-01-26,M,1996-01-24,9999-01-01,43159
d007,273858,Gunilla,Matzen,Senior Staff,1965-01-13,M,1995-12-28,9999-01-01,66820
d007,273858,Gunilla,Matzen,Staff,1965-01-13,M,1990-12-28,1995-12-28,66820
d007,274271,Prodip,Ritcey,Senior Staff,1965-01-10,F,1993-09-10,9999-01-01,55623
d007,274271,Prodip,Ritcey,Staff,1965-01-10,F,1986-09-10,1993-09-10,55623
d008,274369,Ranga,Waymire,Senior Staff,1965-01-29,F,1997-01-27,9999-01-01,44399
d005,275158,Satyanarayana,Brandsma,Engineer,1965-01-07,F,1999-12-08,9999-01-01,93286
d007,275801,Ayakannu,Heinisuo,Senior Staff,1965-01-22,F,1986-06-28,9999-01-01,70395
d004,275881,Jiann,Munro,Senior Engineer,1965-01-08,M,1988-05-18,9999-01-01,40000
d004,275994,Uma,Prampolini,Engineer,1965-01-29,F,1991-02-21,1998-02-21,40000
d004,275994,Uma,Prampolini,Senior Engineer,1965-01-29,F,1998-02-21,9999-01-01,40000
d008,276027,Holgard,Stavenow,Senior Staff,1965-01-04,F,1995-02-28,9999-01-01,40000
d008,276027,Holgard,Stavenow,Staff,1965-01-04,F,1986-02-28,1995-02-28,40000
d003,276186,Sajjad,Vecchi,Senior Staff,1965-01-30,M,1998-06-02,9999-01-01,40000
d003,276186,Sajjad,Vecchi,Staff,1965-01-30,M,1993-06-02,1998-06-02,40000
d004,276445,Atilio,Randi,Engineer,1965-01-27,M,1988-07-02,1994-07-02,63137
d004,276445,Atilio,Randi,Senior Engineer,1965-01-27,M,1994-07-02,9999-01-01,63137
d005,276472,Hideyuki,Flanders,Engineer,1965-01-27,F,1988-11-10,1994-11-10,49162
d005,276472,Hideyuki,Flanders,Senior Engineer,1965-01-27,F,1994-11-10,9999-01-01,49162
d009,276563,Gift,Solares,Senior Staff,1965-01-01,F,1995-08-01,9999-01-01,40000
d005,277829,Michaela,Fandrianto,Senior Engineer,1965-01-22,M,1986-06-02,9999-01-01,40000
d008,278239,Boaz,Bottner,Staff,1965-01-19,F,1994-02-06,9999-01-01,40000
d003,278452,Sudhanshu,Toyoshima,Senior Staff,1965-01-07,F,1993-08-28,9999-01-01,40000
d003,278452,Sudhanshu,Toyoshima,Staff,1965-01-07,F,1987-08-29,1993-08-28,40000
d008,278484,Koldo,Peternell,Staff,1965-01-25,M,1992-11-05,1993-04-06,40000
d008,279384,Hugo,Comte,Senior Staff,1965-01-24,M,1992-06-30,1993-12-05,40000
d005,279791,Chiranjit,Lyonns,Assistant Engineer,1965-01-10,F,1986-12-24,1995-12-24,40000
d005,279791,Chiranjit,Lyonns,Engineer,1965-01-10,F,1995-12-24,9999-01-01,40000
d003,280070,Niteen,Ebeling,Senior Staff,1965-01-24,F,1993-03-29,9999-01-01,43684
d003,280070,Niteen,Ebeling,Staff,1965-01-24,F,1988-03-29,1993-03-29,43684
d009,280291,Lenore,Badache,Staff,1965-01-26,F,1998-11-24,9999-01-01,41617
d004,280411,Hironoby,Farrar,Technique Leader,1965-01-18,F,1987-11-03,1996-11-12,79083
d007,280420,Jahangir,Hofting,Senior Staff,1965-01-31,M,1993-09-28,9999-01-01,80385
d007,280420,Jahangir,Hofting,Staff,1965-01-31,M,1986-09-28,1993-09-28,80385
d004,280648,Heeju,Lorys,Engineer,1965-01-04,M,1986-12-27,1992-12-26,61217
d004,280648,Heeju,Lorys,Senior Engineer,1965-01-04,M,1992-12-26,9999-01-01,61217
d004,281834,Fumitake,Marchegay,Assistant Engineer,1965-01-16,M,1991-09-29,1997-06-12,46522
d005,281848,Parke,Staylopatis,Engineer,1965-01-29,M,1993-07-31,1999-07-31,40000
d005,281848,Parke,Staylopatis,Senior Engineer,1965-01-29,M,1999-07-31,9999-01-01,40000
d004,281859,Masanao,Papastamatiou,Engineer,1965-01-17,F,1985-11-25,1993-11-25,56239
d004,281859,Masanao,Papastamatiou,Senior Engineer,1965-01-17,F,1993-11-25,9999-01-01,56239
d006,282000,Hideo,Ratnakar,Assistant Engineer,1965-01-06,F,1985-06-13,1991-06-13,58482
d006,282000,Hideo,Ratnakar,Engineer,1965-01-06,F,1991-06-13,1997-06-12,58482
d006,282000,Hideo,Ratnakar,Senior Engineer,1965-01-06,F,1997-06-12,1998-03-20,58482
d007,282343,Xinglin,Haldar,Senior Staff,1965-01-13,M,1993-07-20,9999-01-01,77230
d007,282343,Xinglin,Haldar,Staff,1965-01-13,M,1988-07-20,1993-07-20,77230
d005,282699,Candida,Felcyn,Assistant Engineer,1965-01-28,F,1986-08-04,1995-08-04,50975
d005,282699,Candida,Felcyn,Engineer,1965-01-28,F,1995-08-04,2002-05-25,50975
d006,283041,Nathalie,Foote,Senior Engineer,1965-01-04,F,1991-07-20,1992-06-20,40000
d004,283168,Sanjai,Kopetz,Assistant Engineer,1965-01-15,F,1999-04-19,2000-06-07,61811
d006,283168,Sanjai,Kopetz,Assistant Engineer,1965-01-15,F,1999-04-19,2000-06-07,61811
d007,284431,Pintsang,Fujisawa,Senior Staff,1965-01-25,M,2002-04-16,9999-01-01,65037
d007,284431,Pintsang,Fujisawa,Staff,1965-01-25,M,1996-04-16,2002-04-16,65037
d006,284561,Duri,Beznosov,Senior Engineer,1965-01-03,F,1988-02-15,9999-01-01,50960
d005,284687,Oksana,Redmiles,Engineer,1965-01-15,F,1985-06-22,1992-06-22,40000
d005,284687,Oksana,Redmiles,Senior Engineer,1965-01-15,F,1992-06-22,9999-01-01,40000
d005,284691,Theron,Ressouche,Engineer,1965-01-04,F,1988-08-17,1994-08-17,40000
d005,284691,Theron,Ressouche,Senior Engineer,1965-01-04,F,1994-08-17,9999-01-01,40000
d005,284711,Martijn,Azevdeo,Senior Engineer,1965-01-21,M,1988-02-10,9999-01-01,57721
d006,284954,Anneke,Hammerschmidt,Engineer,1965-01-16,M,1996-01-30,9999-01-01,40000
d005,285396,Lena,Kohling,Engineer,1965-01-27,M,1986-10-04,1991-10-04,66793
d005,285396,Lena,Kohling,Senior Engineer,1965-01-27,M,1991-10-04,9999-01-01,66793
d007,287323,Steve,Dengi,Staff,1965-02-01,M,1999-09-15,9999-01-01,73295
d006,287436,Sasan,Deville,Technique Leader,1965-01-02,M,1994-10-11,2001-04-25,40301
d004,287583,Jovan,Hockney,Engineer,1965-01-18,M,1990-06-21,1997-06-21,47726
d004,287583,Jovan,Hockney,Senior Engineer,1965-01-18,M,1997-06-21,9999-01-01,47726
d005,287609,Sailaja,Negoita,Assistant Engineer,1965-01-06,F,1988-01-20,1994-01-19,48605
d005,287609,Sailaja,Negoita,Engineer,1965-01-06,F,1994-01-19,2000-01-19,48605
d005,287609,Sailaja,Negoita,Senior Engineer,1965-01-06,F,2000-01-19,9999-01-01,48605
d002,287713,Aamod,Ranka,Senior Staff,1965-01-23,M,1992-12-07,9999-01-01,46369
d005,287984,Troy,Kobuchi,Engineer,1965-01-09,M,1991-02-12,1999-02-12,45001
d005,287984,Troy,Kobuchi,Senior Engineer,1965-01-09,M,1999-02-12,9999-01-01,45001
d005,288028,Kauko,Narwekar,Engineer,1965-01-22,F,1985-12-16,1994-12-16,50537
d005,288028,Kauko,Narwekar,Senior Engineer,1965-01-22,F,1994-12-16,9999-01-01,50537
d001,288560,Yifei,Birjandi,Senior Staff,1965-01-16,M,1999-02-07,9999-01-01,64818
d001,288560,Yifei,Birjandi,Staff,1965-01-16,M,1994-02-07,1999-02-07,64818
d005,288665,Horward,Khasidashvili,Senior Engineer,1965-01-31,M,1998-11-19,9999-01-01,48607
d005,288893,Bedrich,Rosenbaum,Engineer,1965-01-30,M,1991-01-27,1998-01-27,40000
d005,288893,Bedrich,Rosenbaum,Senior Engineer,1965-01-30,M,1998-01-27,9999-01-01,40000
d005,289454,Bowen,Narwekar,Senior Engineer,1965-01-20,M,1985-03-08,9999-01-01,52363
d008,289687,Fai,Maccarone,Senior Staff,1965-01-31,F,1993-10-30,9999-01-01,45390
d008,289687,Fai,Maccarone,Staff,1965-01-31,F,1985-10-30,1993-10-30,45390
d007,290010,Fox,Lodder,Staff,1965-01-11,M,1988-02-17,1994-01-29,105995
d007,290441,Gregory,Collavizza,Senior Staff,1965-01-25,F,1993-09-08,9999-01-01,91982
d007,290441,Gregory,Collavizza,Staff,1965-01-25,F,1987-09-09,1993-09-08,91982
d008,290467,Shaowen,Poulakidas,Senior Staff,1965-01-29,M,1992-04-14,9999-01-01,47812
d008,290467,Shaowen,Poulakidas,Staff,1965-01-29,M,1987-04-15,1992-04-14,47812
d004,290563,Shigehiro,Oxenboll,Senior Engineer,1965-01-09,F,1986-02-26,9999-01-01,40000
d007,291368,Gita,Rodier,Staff,1965-01-03,M,1990-08-24,1994-04-27,81878
d005,291612,Siamak,Gomatam,Engineer,1965-01-30,M,1998-07-08,9999-01-01,40000
d005,291669,Faiza,Bach,Engineer,1965-01-04,F,1999-09-13,9999-01-01,59691
d005,292515,Bernd,Thummel,Assistant Engineer,1965-01-04,M,1989-08-03,1998-08-03,40000
d005,292515,Bernd,Thummel,Engineer,1965-01-04,M,1998-08-03,9999-01-01,40000
d004,292828,Ziya,Tokunaga,Engineer,1965-01-10,F,1986-01-08,1995-01-08,40000
d004,292828,Ziya,Tokunaga,Senior Engineer,1965-01-10,F,1995-01-08,9999-01-01,40000
d005,292901,Shuky,Journel,Engineer,1965-01-02,M,1985-02-14,1993-02-14,61596
d005,292901,Shuky,Journel,Senior Engineer,1965-01-02,M,1993-02-14,1995-04-27,61596
d003,293080,Hideyuki,Slaats,Senior Staff,1965-01-12,M,1987-05-30,9999-01-01,59821
d005,293280,Moti,Steenbeek,Engineer,1965-01-24,F,1987-01-22,1993-01-21,40000
d005,293280,Moti,Steenbeek,Senior Engineer,1965-01-24,F,1993-01-21,9999-01-01,40000
d005,293329,Fumiya,Griswold,Engineer,1965-01-15,F,1986-06-12,1994-06-12,60254
d005,293329,Fumiya,Griswold,Senior Engineer,1965-01-15,F,1994-06-12,9999-01-01,60254
d007,293752,Jungsoon,Bail,Senior Staff,1965-01-04,F,1994-02-18,9999-01-01,60081
d007,293752,Jungsoon,Bail,Staff,1965-01-04,F,1986-02-18,1994-02-18,60081
d005,294461,Siddarth,Rosiles,Senior Engineer,1965-01-14,F,1985-11-18,9999-01-01,44245
d001,294527,Ashish,Candan,Senior Staff,1965-01-04,F,1992-02-02,9999-01-01,62362
d005,294652,Hironobu,Brodie,Engineer,1965-01-27,M,1985-09-17,1993-09-17,40000
d008,294652,Hironobu,Brodie,Engineer,1965-01-27,M,1985-09-17,1993-09-17,40000
d005,294652,Hironobu,Brodie,Senior Engineer,1965-01-27,M,1993-09-17,9999-01-01,40000
d008,294652,Hironobu,Brodie,Senior Engineer,1965-01-27,M,1993-09-17,9999-01-01,40000
d005,294857,Caolyn,Ozeri,Engineer,1965-01-15,M,1986-07-29,1993-07-29,76899
d005,294857,Caolyn,Ozeri,Senior Engineer,1965-01-15,M,1993-07-29,9999-01-01,76899
d009,295030,Fun,Keirsey,Senior Staff,1965-01-01,M,1985-07-09,9999-01-01,40000
d005,295236,Kauko,Fujisawa,Engineer,1965-01-24,M,1987-09-13,1992-09-12,40000
d005,295236,Kauko,Fujisawa,Senior Engineer,1965-01-24,M,1992-09-12,9999-01-01,40000
d003,295254,Xuejun,Pfau,Senior Staff,1965-01-15,M,1993-07-24,9999-01-01,40000
d003,295254,Xuejun,Pfau,Staff,1965-01-15,M,1985-07-24,1993-07-24,40000
d004,295255,Jacopo,Bellone,Technique Leader,1965-01-04,M,1988-03-13,9999-01-01,42789
d005,296303,Mariangiola,Heyers,Technique Leader,1965-01-28,F,1992-08-04,9999-01-01,55209
d004,296621,Bokyung,Plump,Technique Leader,1965-01-02,M,1986-07-05,1989-04-27,40000
d004,296664,Dipayan,Geffroy,Senior Engineer,1965-01-31,M,1987-09-17,9999-01-01,40000
d004,296718,Kamakshi,Bahl,Senior Engineer,1965-01-30,F,1987-12-22,9999-01-01,40000
d004,296962,Wilmer,Luke,Technique Leader,1965-01-28,F,1987-02-13,1999-02-15,40000
d002,297008,Boutros,Awdeh,Staff,1965-01-20,M,1985-11-07,1988-07-11,71265
d007,297232,Lokesh,Saoudi,Senior Staff,1965-01-16,F,1999-05-25,9999-01-01,56647
d006,297804,Vasilis,Ginneken,Engineer,1965-01-16,M,1985-09-13,1990-04-08,57501
d005,298339,King,Benzmuller,Engineer,1965-01-11,M,1986-09-04,1995-09-04,40000
d005,298339,King,Benzmuller,Senior Engineer,1965-01-11,M,1995-09-04,9999-01-01,40000
d002,298577,Florina,Litecky,Senior Staff,1965-01-11,M,1994-12-02,9999-01-01,75632
d002,298577,Florina,Litecky,Staff,1965-01-11,M,1985-12-02,1994-12-02,75632
d007,299737,Patricio,Itzfeldt,Senior Staff,1965-02-01,M,1994-05-21,9999-01-01,75091
d007,299737,Patricio,Itzfeldt,Staff,1965-02-01,M,1985-05-21,1994-05-21,75091
d007,400683,Kamakshi,Manders,Staff,1965-01-28,M,1995-08-05,9999-01-01,65023
d005,400780,Poornachandra,Asser,Engineer,1965-01-09,M,1993-11-07,9999-01-01,40000
d003,401154,Danae,Kragelund,Senior Staff,1965-01-27,F,1993-05-19,9999-01-01,40000
d003,401154,Danae,Kragelund,Staff,1965-01-27,F,1987-05-20,1993-05-19,40000
d004,401278,Oguz,Schurmann,Assistant Engineer,1965-01-16,M,1986-11-11,1995-11-11,62122
d004,401278,Oguz,Schurmann,Engineer,1965-01-16,M,1995-11-11,9999-01-01,62122
d004,401333,Martins,Shokrollahi,Engineer,1965-01-30,M,1986-11-04,1991-11-04,40000
d004,401333,Martins,Shokrollahi,Senior Engineer,1965-01-30,M,1991-11-04,9999-01-01,40000
d008,401364,Pranay,Kambil,Senior Staff,1965-01-16,F,1999-07-30,2002-04-06,82014
d009,401420,Florian,Uhrig,Senior Staff,1965-01-06,F,1987-01-31,9999-01-01,40000
d004,401574,Yannik,Falco,Technique Leader,1965-01-13,M,1988-01-15,9999-01-01,52475
d006,402025,Shigehito,Duclos,Engineer,1965-01-20,F,1987-09-20,1992-09-19,50425
d006,402025,Shigehito,Duclos,Senior Engineer,1965-01-20,F,1992-09-19,9999-01-01,50425
d004,402664,Subhada,Janetzko,Senior Engineer,1965-01-04,F,1987-01-25,9999-01-01,43122
d005,402718,Jeanna,Rettelbach,Engineer,1965-01-17,F,1990-02-14,1996-02-14,58377
d005,402718,Jeanna,Rettelbach,Senior Engineer,1965-01-17,F,1996-02-14,9999-01-01,58377
d002,402827,Weidon,Pollacia,Senior Staff,1965-01-28,F,1996-02-27,9999-01-01,53483
d003,402827,Weidon,Pollacia,Senior Staff,1965-01-28,F,1996-02-27,9999-01-01,53483
d002,402827,Weidon,Pollacia,Staff,1965-01-28,F,1988-02-27,1996-02-27,53483
d003,402827,Weidon,Pollacia,Staff,1965-01-28,F,1988-02-27,1996-02-27,53483
d005,403010,Toshimitsu,Sluis,Senior Engineer,1965-01-16,M,1985-02-18,9999-01-01,59167
d005,403237,Muneo,Gunderson,Engineer,1965-01-01,M,1985-12-08,1992-12-08,44003
d005,403237,Muneo,Gunderson,Senior Engineer,1965-01-01,M,1992-12-08,1993-09-19,44003
d005,403455,Marko,Velardi,Engineer,1965-01-25,M,1992-11-22,1997-11-22,40063
d005,403455,Marko,Velardi,Senior Engineer,1965-01-25,M,1997-11-22,2001-08-27,40063
d001,403621,Deborah,Kaminger,Senior Staff,1965-01-07,M,1997-06-04,9999-01-01,52532
d001,403621,Deborah,Kaminger,Staff,1965-01-07,M,1988-06-04,1997-06-04,52532
d005,404236,Zengping,Kakkar,Engineer,1965-01-12,M,1988-07-22,1996-07-22,43423
d005,404236,Zengping,Kakkar,Senior Engineer,1965-01-12,M,1996-07-22,9999-01-01,43423
d005,404462,Anestis,Setlzner,Engineer,1965-01-09,M,1985-07-13,1991-07-13,40194
d005,404462,Anestis,Setlzner,Senior Engineer,1965-01-09,M,1991-07-13,9999-01-01,40194
d005,404788,Basem,Beausoleil,Engineer,1965-01-16,M,1998-03-16,9999-01-01,50754
d004,404879,Jeanne,Kaminger,Engineer,1965-01-12,M,1987-07-21,1991-04-21,40000
d007,405015,Morris,Fargier,Senior Staff,1965-01-02,M,1996-06-29,9999-01-01,72535
d007,405015,Morris,Fargier,Staff,1965-01-02,M,1988-06-29,1996-06-29,72535
d008,405372,Masami,Merro,Senior Staff,1965-01-24,M,1996-09-23,1999-08-31,40000
d008,405372,Masami,Merro,Staff,1965-01-24,M,1988-09-23,1996-09-23,40000
d004,406125,Georgi,Portugali,Technique Leader,1965-01-25,F,1987-09-27,9999-01-01,40000
d004,406249,Naraig,Snyers,Senior Engineer,1965-01-23,F,1986-12-03,1992-05-19,59211
d005,406299,Kitty,Kolvik,Engineer,1965-01-25,M,1991-10-07,1995-04-29,57332
d005,406537,Martien,Ranum,Senior Engineer,1965-01-30,F,1993-03-15,1999-05-18,40000
d008,406714,Malu,Ossenbruggen,Senior Staff,1965-02-01,F,1994-11-21,9999-01-01,40000
d008,406714,Malu,Ossenbruggen,Staff,1965-02-01,F,1986-11-21,1994-11-21,40000
d004,407837,Fei,Erez,Engineer,1965-02-01,M,1986-10-15,1991-10-15,47359
d006,407837,Fei,Erez,Engineer,1965-02-01,M,1986-10-15,1991-10-15,47359
d004,407837,Fei,Erez,Senior Engineer,1965-02-01,M,1991-10-15,9999-01-01,47359
d006,407837,Fei,Erez,Senior Engineer,1965-02-01,M,1991-10-15,9999-01-01,47359
d004,408019,Shridhar,Chleq,Assistant Engineer,1965-01-01,F,1986-03-22,1991-03-22,46019
d004,408019,Shridhar,Chleq,Engineer,1965-01-01,F,1991-03-22,1996-03-21,46019
d004,408019,Shridhar,Chleq,Senior Engineer,1965-01-01,F,1996-03-21,9999-01-01,46019
d009,408654,Yongqiao,Cochrane,Senior Staff,1965-01-09,M,1991-10-27,9999-01-01,47427
d009,408654,Yongqiao,Cochrane,Staff,1965-01-09,M,1986-10-27,1991-10-27,47427
d005,408953,Jolita,Claffy,Senior Engineer,1965-01-26,M,1993-12-24,9999-01-01,40000
d003,410028,Xiadong,McClurg,Senior Staff,1965-01-11,M,1994-09-17,9999-01-01,40000
d003,410028,Xiadong,McClurg,Staff,1965-01-11,M,1985-09-17,1994-09-17,40000
d007,410703,Kitty,Halloran,Staff,1965-01-14,M,1997-11-20,2002-01-18,88799
d004,410881,Koichi,Grabner,Senior Engineer,1965-01-06,F,1990-04-24,9999-01-01,40000
d006,410881,Koichi,Grabner,Senior Engineer,1965-01-06,F,1990-04-24,9999-01-01,40000
d005,411070,Otmar,Brandsma,Engineer,1965-01-29,F,1987-05-28,1992-05-27,41389
d005,411070,Otmar,Brandsma,Senior Engineer,1965-01-29,F,1992-05-27,9999-01-01,41389
d008,413098,Hsiangchu,Taubenfeld,Senior Staff,1965-01-26,M,1999-04-17,9999-01-01,45619
d008,413098,Hsiangchu,Taubenfeld,Staff,1965-01-26,M,1993-04-17,1999-04-17,45619
d007,413205,Mototsugu,Prampolini,Senior Staff,1965-01-09,M,1988-06-12,9999-01-01,82766
d002,413666,Remco,Duclos,Senior Staff,1965-01-05,M,1996-04-18,9999-01-01,62764
d002,413666,Remco,Duclos,Staff,1965-01-05,M,1988-04-18,1996-04-18,62764
d004,414027,Tadanori,Msuda,Engineer,1965-01-31,M,1988-11-06,1997-11-06,40000
d009,414027,Tadanori,Msuda,Engineer,1965-01-31,M,1988-11-06,1997-11-06,40000
d004,414027,Tadanori,Msuda,Senior Engineer,1965-01-31,M,1997-11-06,9999-01-01,40000
d009,414027,Tadanori,Msuda,Senior Engineer,1965-01-31,M,1997-11-06,9999-01-01,40000
d005,414091,Wuxu,Kuhnemann,Engineer,1965-01-17,M,1997-08-19,9999-01-01,40000
d004,414543,Bernd,Anick,Senior Engineer,1965-01-03,F,1988-11-19,9999-01-01,68487
d005,414662,Ipke,Schneeberger,Engineer,1965-01-21,M,1985-09-20,1994-09-20,52170
d005,414662,Ipke,Schneeberger,Senior Engineer,1965-01-21,M,1994-09-20,9999-01-01,52170
d005,414808,Aris,Sambasivam,Engineer,1965-01-05,M,1988-02-21,1993-02-20,40000
d005,414808,Aris,Sambasivam,Senior Engineer,1965-01-05,M,1993-02-20,1998-05-20,40000
d004,414922,Prasadram,Piazza,Engineer,1965-01-20,M,1987-06-05,1992-06-04,59975
d004,414922,Prasadram,Piazza,Senior Engineer,1965-01-20,M,1992-06-04,1997-11-04,59975
d004,415187,Juyoung,Peltason,Assistant Engineer,1965-01-03,M,1998-09-01,9999-01-01,57432
d001,415363,Conal,Shackell,Senior Staff,1965-01-19,F,1993-01-25,9999-01-01,56789
d007,415363,Conal,Shackell,Senior Staff,1965-01-19,F,1993-01-25,9999-01-01,56789
d001,415363,Conal,Shackell,Staff,1965-01-19,F,1986-01-25,1993-01-25,56789
d007,415363,Conal,Shackell,Staff,1965-01-19,F,1986-01-25,1993-01-25,56789
d005,415563,Mrinalini,Bierbaum,Engineer,1965-01-21,F,1986-03-12,1994-03-12,51477
d005,415563,Mrinalini,Bierbaum,Senior Engineer,1965-01-21,F,1994-03-12,9999-01-01,51477
d005,416074,Alain,Lieberherr,Engineer,1965-01-08,M,1987-05-11,1996-05-10,40000
d005,416074,Alain,Lieberherr,Senior Engineer,1965-01-08,M,1996-05-10,9999-01-01,40000
d007,416420,Adamantios,Heemskerk,Senior Staff,1965-01-22,M,1986-08-08,9999-01-01,57583
d004,416455,Laurentiu,Morton,Engineer,1965-01-22,F,1998-12-21,1999-12-23,44583
d005,416492,Kannan,Meriste,Senior Engineer,1965-01-15,M,1992-08-12,9999-01-01,40000
d005,416660,Nathalie,Luke,Assistant Engineer,1965-01-28,M,1987-09-16,1992-09-15,40000
d005,416660,Nathalie,Luke,Engineer,1965-01-28,M,1992-09-15,1997-09-15,40000
d005,416660,Nathalie,Luke,Senior Engineer,1965-01-28,M,1997-09-15,9999-01-01,40000
d001,416877,Gio,Orsini,Senior Staff,1965-01-02,M,1993-12-07,9999-01-01,82181
d001,416877,Gio,Orsini,Staff,1965-01-02,M,1988-12-07,1993-12-07,82181
d004,416892,Shooichi,Vandervoorde,Engineer,1965-01-03,M,1996-08-16,9999-01-01,55754
d004,418309,Danel,Petereit,Engineer,1965-01-24,F,1985-02-21,1994-02-21,47095
d004,418309,Danel,Petereit,Senior Engineer,1965-01-24,F,1994-02-21,9999-01-01,47095
d001,418689,Gino,Uehara,Senior Staff,1965-01-07,F,1988-02-17,1991-04-09,61930
d007,418717,Arunachalam,Magliocco,Senior Staff,1965-01-20,F,1992-12-22,9999-01-01,67967
d007,418717,Arunachalam,Magliocco,Staff,1965-01-20,F,1987-12-23,1992-12-22,67967
d007,419099,Heon,Broomell,Staff,1965-01-15,M,1998-05-06,9999-01-01,96271
d005,419388,Nikolaos,Bamford,Engineer,1965-01-22,F,1986-02-25,1991-02-25,53853
d005,419388,Nikolaos,Bamford,Senior Engineer,1965-01-22,F,1991-02-25,1997-09-23,53853
d001,419953,Ung,Orlowski,Senior Staff,1965-01-29,M,1998-07-22,9999-01-01,60803
d001,419953,Ung,Orlowski,Staff,1965-01-29,M,1991-07-22,1998-07-22,60803
d005,420086,Susuma,Kitsuregawa,Engineer,1965-01-27,F,1985-05-28,1993-05-28,48457
d005,420086,Susuma,Kitsuregawa,Senior Engineer,1965-01-27,F,1993-05-28,9999-01-01,48457
d009,420476,Mariangiola,Bolsens,Senior Staff,1965-01-28,M,1994-06-15,9999-01-01,40000
d009,420476,Mariangiola,Bolsens,Staff,1965-01-28,M,1985-06-15,1994-06-15,40000
d006,420599,Hidde,Riexinger,Engineer,1965-01-02,M,1986-11-18,1995-11-18,40000
d006,420599,Hidde,Riexinger,Senior Engineer,1965-01-02,M,1995-11-18,1996-08-20,40000
d008,420694,Frazer,Barbanera,Senior Staff,1965-01-19,M,1991-11-04,9999-01-01,40000
d008,420694,Frazer,Barbanera,Staff,1965-01-19,M,1986-11-04,1991-11-04,40000
d001,420732,Willard,Morrin,Senior Staff,1965-01-06,M,2001-05-27,9999-01-01,59288
d001,420732,Willard,Morrin,Staff,1965-01-06,M,1996-05-27,2001-05-27,59288
d002,420877,Khosrow,Erez,Senior Staff,1965-01-29,M,1996-02-11,9999-01-01,48689
d002,420877,Khosrow,Erez,Staff,1965-01-29,M,1990-02-11,1996-02-11,48689
d007,421033,Garnik,Randt,Senior Staff,1965-01-14,F,1994-12-23,9999-01-01,87795
d007,421033,Garnik,Randt,Staff,1965-01-14,F,1989-12-23,1994-12-23,87795
d005,421039,Aemilian,Zedlitz,Engineer,1965-01-28,M,1988-12-23,1993-07-16,50978
d003,421384,Renny,Bednarek,Senior Staff,1965-01-02,M,1995-06-01,9999-01-01,40000
d003,421384,Renny,Bednarek,Staff,1965-01-02,M,1987-06-01,1995-06-01,40000
d005,422146,Kenton,Miara,Engineer,1965-01-08,F,1999-05-14,9999-01-01,40000
d008,422146,Kenton,Miara,Engineer,1965-01-08,F,1999-05-14,9999-01-01,40000
d005,422450,Junichi,Rubsam,Senior Engineer,1965-01-04,F,1988-10-30,1994-03-11,40000
d007,423038,Takushi,Strehl,Senior Staff,1965-01-20,M,1988-10-04,9999-01-01,60743
d007,423204,Uma,Stranks,Senior Staff,1965-01-08,M,1996-09-12,9999-01-01,64505
d007,423204,Uma,Stranks,Staff,1965-01-08,M,1991-09-13,1996-09-12,64505
d002,423214,Tsutomu,Tetzlaff,Senior Staff,1965-01-31,F,1993-09-23,9999-01-01,67902
d002,423214,Tsutomu,Tetzlaff,Staff,1965-01-31,F,1987-09-24,1993-09-23,67902
d007,423327,Constantijn,Lichtman,Senior Staff,1965-01-27,F,2001-06-26,9999-01-01,79684
d007,423327,Constantijn,Lichtman,Staff,1965-01-27,F,1994-06-26,2001-06-26,79684
d007,423350,Heping,Monarch,Senior Staff,1965-01-04,F,1993-04-15,9999-01-01,45927
